domain,subject_id,session_id,run_id,task,chunk_start,chunk_end,chunk_path,csv_mean_fd,csv_max_fd,par_fd_mean,par_fd_max,par_fd_std,shape,voxel_size,has_nan,has_inf,intensity_min,intensity_max,intensity_mean,dvars_mean,dvars_max,tsnr_mean,tsnr_median,gs_mean,gs_std,n_vols,load_error,split,qc_flags
motion_free,ICC147,2,1,videos,327,346,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC147_ses-2_task-videos_run-001_chunk-327-346.nii.gz,0.09008,0.152365,0.08856414210526316,0.15236460000000007,0.028240561704237735,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,478.8268127441406,33.447975158691406,1.1181563138961792,1.2492258548736572,177.4701385498047,164.44859313964844,33.447975158691406,0.038902487605810165,20.0,,train,load_error:nan
motion_free,ICC147,2,1,videos,347,366,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC147_ses-2_task-videos_run-001_chunk-347-366.nii.gz,0.084955,0.163754,0.08428576842105262,0.16375405,0.03772262842602849,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,478.4320983886719,33.512046813964844,1.110488772392273,1.2229881286621094,166.16810607910156,155.92349243164062,33.51202392578125,0.039893534034490585,20.0,,train,load_error:nan
motion_free,ICC147,2,1,videos,367,386,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC147_ses-2_task-videos_run-001_chunk-367-386.nii.gz,0.074417,0.141075,0.07547395526315791,0.1410752,0.03050205692853868,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,480.1094665527344,33.530601501464844,1.0945196151733398,1.1888141632080078,168.82235717773438,159.09103393554688,33.53057098388672,0.04554218798875809,20.0,,train,load_error:nan
motion_free,ICC147,2,1,videos,387,406,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC147_ses-2_task-videos_run-001_chunk-387-406.nii.gz,0.076428,0.192907,0.0775811557894737,0.19290654999999998,0.03892292788205921,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,473.9778137207031,33.498992919921875,1.0408891439437866,1.1364225149154663,174.03936767578125,161.1028594970703,33.49896240234375,0.03630032390356064,20.0,,train,load_error:nan
motion_free,ICC147,2,1,videos,407,426,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC147_ses-2_task-videos_run-001_chunk-407-426.nii.gz,0.06071,0.104302,0.05983520000000001,0.10430239999999999,0.023613233507840243,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,471.7801513671875,33.503658294677734,1.0415524244308472,1.1442663669586182,186.33995056152344,168.01904296875,33.503639221191406,0.033222589641809464,20.0,,train,load_error:nan
motion_free,ICC159,1,2,videos,203,222,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC159_ses-1_task-videos_run-002_chunk-203-222.nii.gz,0.124964,0.226608,0.12785060552631577,0.22660834999999996,0.048060302473952744,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,662.3682250976562,49.595924377441406,1.68036687374115,1.8706984519958496,166.48147583007812,150.37799072265625,49.59595489501953,0.0852026417851448,20.0,,train,load_error:nan
motion_free,ICC179A,1,1,videos,265,284,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC179A_ses-1_task-videos_run-001_chunk-265-284.nii.gz,0.140361,0.245028,0.14136230789473683,0.24502791000000002,0.051884050216861426,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,802.415771484375,47.869415283203125,2.201235294342041,2.5872445106506348,126.82284545898438,119.52342987060547,47.869346618652344,0.12277758866548538,20.0,,train,load_error:nan
motion_free,ICC179A,1,1,videos,285,304,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC179A_ses-1_task-videos_run-001_chunk-285-304.nii.gz,0.134783,0.21441,0.13913771210526316,0.21440991000000004,0.036807697502811695,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,833.4010009765625,47.98611068725586,2.4560625553131104,3.19049334526062,124.61688232421875,118.28053283691406,47.985931396484375,0.0627848356962204,20.0,,train,load_error:nan
motion_free,ICC179A,1,1,videos,427,446,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC179A_ses-1_task-videos_run-001_chunk-427-446.nii.gz,0.171894,0.243025,0.17417849315789477,0.24302539999999995,0.04302011513565119,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,808.4957885742188,48.040931701660156,2.1272716522216797,2.4050803184509277,124.43919372558594,118.22978210449219,48.04080581665039,0.10449588298797607,20.0,,train,load_error:nan
motion_free,ICC179A,1,2,videos,126,145,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC179A_ses-1_task-videos_run-002_chunk-126-145.nii.gz,0.130031,0.197434,0.12690193705263156,0.197433924,0.04782437332227676,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,760.8585205078125,48.291465759277344,2.2408053874969482,2.369817018508911,138.8961639404297,128.03317260742188,48.29139709472656,0.05523877963423729,20.0,,train,load_error:nan
motion_free,ICC179A,1,2,videos,146,165,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC179A_ses-1_task-videos_run-002_chunk-146-165.nii.gz,0.134809,0.192153,0.1350094530526316,0.19215297,0.04109208776467518,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,759.0962524414062,48.243770599365234,2.2046360969543457,2.3212103843688965,139.2535858154297,128.93240356445312,48.243534088134766,0.05080011487007141,20.0,,train,load_error:nan
motion_free,ICC179A,1,2,videos,166,185,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC179A_ses-1_task-videos_run-002_chunk-166-185.nii.gz,0.14014,0.197227,0.1418621717894737,0.19722719999999996,0.033440633818698544,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,737.2371826171875,48.287322998046875,2.2202019691467285,2.342637777328491,137.25205993652344,128.17843627929688,48.287269592285156,0.05016641318798065,20.0,,train,load_error:nan
motion_free,ICC197,1,1,videos,363,382,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC197_ses-1_task-videos_run-001_chunk-363-382.nii.gz,0.124444,0.226053,0.12093523894736842,0.2260526950000001,0.05058259733869657,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,354.2441711425781,27.866811752319336,0.8452747464179993,0.9113425016403198,158.14920043945312,145.85061645507812,27.866846084594727,0.03998684883117676,20.0,,train,load_error:nan
motion_free,ICC197,2,1,videos,368,387,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC197_ses-2_task-videos_run-001_chunk-368-387.nii.gz,0.105283,0.183541,0.1013920994736842,0.1835413,0.03923980152764759,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,360.55706787109375,26.719989776611328,1.0374902486801147,1.1032606363296509,137.02731323242188,127.47242736816406,26.72000503540039,0.03691183030605316,20.0,,train,load_error:nan
motion_free,ICC197,2,1,videos,457,476,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC197_ses-2_task-videos_run-001_chunk-457-476.nii.gz,0.141825,0.2411,0.1377113787368421,0.24109955,0.04911326998036525,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,363.18829345703125,26.785634994506836,1.1257588863372803,1.4144388437271118,136.90687561035156,126.20341491699219,26.785655975341797,0.04966515675187111,20.0,,train,load_error:nan
motion_free,ICC205,1,2,videos,115,134,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC205_ses-1_task-videos_run-002_chunk-115-134.nii.gz,0.084797,0.173596,0.08409254315789474,0.17359635000000004,0.04250153432184042,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,418.5670471191406,30.047739028930664,0.9445332884788513,1.015254020690918,174.88052368164062,161.01510620117188,30.047765731811523,0.030211927369236946,20.0,,train,load_error:nan
motion_free,ICC217,1,3,videos,432,451,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC217_ses-1_task-videos_run-003_chunk-432-451.nii.gz,0.150006,0.240465,0.15227870947368422,0.24046500000000004,0.05567265866092368,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,556.0,31.01240348815918,0.9948131442070007,1.092137098312378,150.96798706054688,140.6835174560547,31.01239013671875,0.07916512340307236,20.0,,train,load_error:nan
motion_free,ICC217,1,3,videos,452,471,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC217_ses-1_task-videos_run-003_chunk-452-471.nii.gz,0.139036,0.219819,0.1382707181578947,0.21981910999999993,0.04709716061296945,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,554.0,30.919275283813477,0.9214372038841248,1.0309680700302124,158.88624572753906,147.90809631347656,30.91928482055664,0.07182687520980835,20.0,,train,load_error:nan
motion_free,ICC223,1,1,videos,276,295,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-001_chunk-276-295.nii.gz,0.114483,0.218953,0.11727309473684212,0.21895330000000007,0.035553256100886055,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,435.65936279296875,29.46471405029297,1.118621826171875,1.3252712488174438,150.37997436523438,138.39373779296875,29.464733123779297,0.04655689746141434,20.0,,train,load_error:nan
motion_free,ICC223,1,1,videos,378,397,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-001_chunk-378-397.nii.gz,0.145963,0.240907,0.14096581894736843,0.23253046999999996,0.04180712836849397,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,-6.722113132476807,435.1014404296875,29.512231826782227,1.1528030633926392,1.2418642044067383,143.61431884765625,132.5416259765625,29.512226104736328,0.036868881434202194,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,273,292,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-273-292.nii.gz,0.119729,0.185358,0.11662441105263159,0.18535823,0.03613995242323215,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,445.0041809082031,30.635953903198242,1.2281287908554077,1.3989142179489136,121.61168670654297,113.71241760253906,30.63595199584961,0.13929900527000427,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,293,312,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-293-312.nii.gz,0.112717,0.207352,0.11059028694736842,0.20735164,0.056577238516945585,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,440.98748779296875,30.51160430908203,1.1232367753982544,1.2034056186676025,167.24058532714844,146.6099090576172,30.511615753173828,0.04290140047669411,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,313,332,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-313-332.nii.gz,0.113133,0.247375,0.11620891757894738,0.24737468999999998,0.06067641990065264,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,438.31915283203125,30.690744400024414,1.2451741695404053,1.3735477924346924,144.87806701660156,133.65322875976562,30.690677642822266,0.07515769451856613,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,333,352,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-333-352.nii.gz,0.133975,0.207345,0.132115202,0.2073449,0.04416130399446762,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,437.4772033691406,30.66217803955078,1.2399605512619019,1.3668529987335205,144.81324768066406,134.63055419921875,30.66220474243164,0.07501621544361115,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,353,372,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-353-372.nii.gz,0.094012,0.167851,0.09105838684210525,0.16785055999999998,0.03969598747070567,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,438.84332275390625,30.560577392578125,1.171251654624939,1.2378032207489014,149.3335418701172,138.32888793945312,30.56058692932129,0.06881146878004074,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,373,392,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-373-392.nii.gz,0.152592,0.226522,0.15286828115789475,0.22652192,0.04575927945956675,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,440.2691345214844,30.621475219726562,1.2171002626419067,1.3317762613296509,161.7972412109375,143.14886474609375,30.621505737304688,0.0662977322936058,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,393,412,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-393-412.nii.gz,0.152179,0.216466,0.1502699267368421,0.21646568,0.040396836747798266,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,440.83099365234375,30.779277801513672,1.2817498445510864,1.3542523384094238,162.0037384033203,145.3616943359375,30.779285430908203,0.024691283702850342,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,413,432,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-413-432.nii.gz,0.136889,0.20474,0.1416034484210526,0.20474042999999997,0.036155282874049684,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,441.7370910644531,30.781490325927734,1.261956810951233,1.314721941947937,160.79989624023438,142.83706665039062,30.78152847290039,0.020123856142163277,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,433,452,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-433-452.nii.gz,0.105922,0.176031,0.10384990368421053,0.17603053000000002,0.04186374972960964,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,439.8963928222656,30.695049285888672,1.2402857542037964,1.293184757232666,150.71214294433594,136.47067260742188,30.695125579833984,0.05696311593055725,20.0,,train,load_error:nan
motion_free,ICC223,1,2,videos,453,472,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC223_ses-1_task-videos_run-002_chunk-453-472.nii.gz,0.119812,0.20052,0.12382392,0.20051953,0.047419497952043005,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,446.1553955078125,30.594402313232422,1.1893165111541748,1.2464402914047241,156.4727783203125,142.6025848388672,30.594436645507812,0.025036092847585678,20.0,,train,load_error:nan
motion_free,ICC225,2,1,videos,404,423,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC225_ses-2_task-videos_run-001_chunk-404-423.nii.gz,0.110745,0.186326,0.10676688421052631,0.15971429999999986,0.031121525840320793,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,438.59967041015625,33.371734619140625,0.9526845812797546,1.0606889724731445,190.55908203125,175.63571166992188,33.37168502807617,0.027798857539892197,20.0,,train,load_error:nan
motion_free,ICC225,2,1,videos,424,443,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC225_ses-2_task-videos_run-001_chunk-424-443.nii.gz,0.12218,0.211699,0.11993457105263157,0.21169860000000032,0.04947914577332566,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,438.58514404296875,33.33307647705078,0.9383723735809326,1.0606622695922852,201.35235595703125,181.01986694335938,33.333091735839844,0.04843440651893616,20.0,,train,load_error:nan
motion_free,ICC227,1,2,videos,49,68,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC227_ses-1_task-videos_run-002_chunk-49-68.nii.gz,0.135587,0.222729,0.13706051463157895,0.22272899849999997,0.04877879926051833,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,483.13134765625,33.79880905151367,1.2399812936782837,1.553611397743225,127.33096313476562,119.23151397705078,33.798828125,0.09670010954141617,20.0,,train,load_error:nan
motion_free,ICC237,1,2,videos,298,317,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC237_ses-1_task-videos_run-002_chunk-298-317.nii.gz,0.128309,0.238139,0.12252864492631577,0.18972516,0.04084154902484135,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,452.9990539550781,33.85060501098633,1.1849437952041626,1.3266600370407104,153.42396545410156,141.94366455078125,33.850685119628906,0.042103588581085205,20.0,,train,load_error:nan
motion_free,ICC237,1,2,videos,318,337,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC237_ses-1_task-videos_run-002_chunk-318-337.nii.gz,0.135105,0.241338,0.1344791397631579,0.241337808,0.054422422141975596,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,454.2521057128906,33.921417236328125,1.2186115980148315,1.4134200811386108,133.6837921142578,125.7551498413086,33.92140579223633,0.10157529264688492,20.0,,train,load_error:nan
motion_free,ICC237,1,2,videos,338,357,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC237_ses-1_task-videos_run-002_chunk-338-357.nii.gz,0.130803,0.206727,0.12730149710526314,0.20672661999999997,0.03813132360956945,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,452.2034606933594,33.89186477661133,1.1668702363967896,1.4194649457931519,127.04447937011719,121.0185546875,33.89183807373047,0.14858366549015045,20.0,,train,load_error:nan
motion_free,ICC237,1,2,videos,358,377,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/cyclegans_dataset/train/B_motion_free/sub-ICC237_ses-1_task-videos_run-002_chunk-358-377.nii.gz,0.107652,0.212341,0.10883695547368422,0.21234099,0.03835985198968381,"(97, 116, 79, 20)","[2.0, 2.0, 2.0]",False,False,0.0,450.9403991699219,33.89039611816406,1.1565343141555786,1.3484976291656494,151.59979248046875,140.80880737304688,33.890380859375,0.06113172322511673,20.0,,train,load_error:nan
